mobile_id	batch
715f057578c6143b93f45017ef2fc165	bc_d2_n8_10_yd
2f3aad3a5d9a5d1c147ffb034befdf69	bc_d2_n8_10_yd
cffbdbad54cf2ea12f5c377cacc7d2dd	bc_d2_n8_10_yd
8f266bd7073bd693b0af58c54d6baf9d	bc_d2_n8_10_yd
a330d44cddb07a743faa10a29c2add39	bc_d2_n8_10_yd
c64dd20cc389bcf4f6c59386937b2c83	bc_d2_n8_10_yd
c2328ae64276039973e4f83cfcc51dff	bc_d2_n8_10_yd
f6afba73eb43d25ba353ba3cc537dabc	bc_d2_n8_10_yd
afe702e258d0138cc58254938bc5b241	bc_d2_n8_10_yd
2789343d4c4dafaf92af1f5407d30348	bc_d2_n8_10_yd
8fee7665ecc496ba29b50112217e123e	bc_d2_n8_10_yd
aac519ee41effde4c3b5500bf0843eeb	bc_d2_n8_06_yd
734cdb7b45ecec6d8e722aee46c6c4e6	bc_d2_n8_06_yd
dabb0d4c5f2588a6fd264f1447dd45a8	bc_d2_n8_06_yd
daa0e7ff047553b28e81bf8fba79b548	bc_d2_n8_06_yd
89ddd43779444e3736153bb367f9c842	bc_d2_n8_06_yd
1c169d6cc01811a366d3c457b690503d	bc_d2_n8_02_yd
8407f2b3cc35de5f67b39e4f67e450e6	bc_d2_n8_02_yd
a5ccd9011a820d793d5de4748ab5f800	bc_d2_n8_02_yd
f8a1ededdf33d19e65d5e9e5e67bdb37	bc_d2_n8_02_yd
94a8757fcf630be14155b7a306f7687b	bc_d2_n8_02_yd
db7d846f6308d7e7d2c556c6445e0015	bc_d2_n8_02_yd
38c4e7620d56fc69808f183faae0ed37	bc_d2_n8_02_yd
9e07bbc06d29aca95415806e47ec2d52	bc_d2_n8_02_yd
e83308ebc96e5903db162f0edab86a6f	bc_d2_n8_02_yd
1296f6fe88a1afbff90b5b425c7a43aa	bc_d2_n8_02_yd
821e5049516d8e19b3bd43ca387a3893	bc_d2_n8_02_yd
d6f02e51958688dfabc139bbf4201ddd	bc_d2_n8_02_yd
b3ad69c2aaaca4bd67f64a25953351f5	bc_d2_n8_02_yd
a0ea2de391909f41dc3df65d5918d044	bc_d2_n8_02_yd
e9b3bee62880ec07594659a955a86496	bc_d2_n8_02_yd
616251365827e69ef0d0adf079127126	bc_d2_n8_02_yd
954638168b1165c07078a6e174aa0f9a	bc_d2_n8_02_yd
69a77b88bf412f10c4e352d71a8d3e3a	bc_d2_n8_02_yd
ca24a17bc94c4e1a33aa661320ead2d3	bc_d2_n8_02_yd
82962f31b976a4c1cdcf16c66dd8409c	bc_d2_n8_02_yd
f4b53c427b1c2a4098d7fd0255c165e4	bc_d2_n8_02_yd
8fbd5efb24018c397cc02ef9ac7c5548	bc_d2_n8_02_yd
44811b1bd67845ff20ba041b21f91e22	bc_d2_n8_09_yd
971aaf7e04944f389cc6f19eac7d7a9e	bc_d2_n8_09_yd
d0fe19724b011a00906b92a88fca75e9	bc_d2_n8_09_yd
b16b53cc43c0d6ef530b8c8b21352f79	bc_d2_n8_09_yd
b41f12f75637a67543d01faa56561a89	bc_d2_n8_09_yd
f255ecab6bd2a89edd9e4f1c9e6feddf	bc_d2_n8_09_yd
9aa91fdccf549692c35a89a2b1021bde	bc_d2_n8_09_yd
2e880b052c0a49bdceff2dbfeba14c8a	bc_d2_n8_09_yd
7b44d140ca8f8472fdc437fc51c701b1	bc_d2_n8_09_yd
68a4de9bce4f8b547c79ddf68d1351f1	bc_d2_n8_09_yd
e79bb4dbd4af3ef441c3594524307e7f	bc_d2_n8_09_yd
a5ae6127891690eec5c2638671c0ae65	bc_d2_n8_09_yd
18a3d01f32f77df268aaced8987ce805	bc_d2_n8_09_yd
